"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"When request body with wrong password, /api/v1/auth/login returns 401.","304","When request body with wrong password, /api/v1/auth/login returns 401","Unit Tests","Thu Oct 23 00:19:48 GMT 2025","passed","Thu Oct 23 00:19:48 GMT 2025","/api/v1/auth/login","Auth API Controller Tests","education.kub.backend.ce.domain.auth.controller.AuthControllerTests$LoginTests","TestLoginWithWrongPassword"
"When request with invalid access token header, /api/v1/account/change-password returns 401.","92","When request with invalid access token header, /api/v1/account/change-password returns 401","Unit Tests","Thu Oct 23 00:19:51 GMT 2025","passed","Thu Oct 23 00:19:51 GMT 2025","/api/v1/account/change-password","Account API Controller Tests","education.kub.backend.ce.domain.user.controller.UserControllerTests$ChangePasswordTests","ChangePasswordWithInvalidToken"
"When request with invalid body, /api/v1/auth/login returns 400.","226","When request with invalid body, /api/v1/auth/login returns 400","Unit Tests","Thu Oct 23 00:19:47 GMT 2025","passed","Thu Oct 23 00:19:47 GMT 2025","/api/v1/auth/login","Auth API Controller Tests","education.kub.backend.ce.domain.auth.controller.AuthControllerTests$LoginTests","TestLoginWithInvalidBody"
"When request without body, /api/v1/auth/refresh returns 400.","248","When request without body, /api/v1/auth/refresh returns 400","Unit Tests","Thu Oct 23 00:19:46 GMT 2025","passed","Thu Oct 23 00:19:46 GMT 2025","/api/v1/auth/refresh","Auth API Controller Tests","education.kub.backend.ce.domain.auth.controller.AuthControllerTests$RefreshTests","TestRefreshWithoutBody"
"When request body with empty email, /api/v1/account/recovery-password returns 401.","107","When request body with empty email, /api/v1/account/recovery-password returns 401","Unit Tests","Thu Oct 23 00:19:48 GMT 2025","failed","Thu Oct 23 00:19:48 GMT 2025","/api/v1/account/recovery-password","Account API Controller Tests","education.kub.backend.ce.domain.user.controller.UserControllerTests$PasswordRecoveryTests","RecoverPasswordWithEmptyEmail"
"When request is valid, /api/v1/auth/login returns 200 and valid response.","227","When request is valid, /api/v1/auth/login returns 200 and valid response","Unit Tests","Thu Oct 23 00:19:46 GMT 2025","passed","Thu Oct 23 00:19:47 GMT 2025","/api/v1/auth/login","Auth API Controller Tests","education.kub.backend.ce.domain.auth.controller.AuthControllerTests$LoginTests","TestLoginSuccess"
"When request body without email, /api/v1/auth/login returns 400.","265","When request body without email, /api/v1/auth/login returns 400","Unit Tests","Thu Oct 23 00:19:47 GMT 2025","failed","Thu Oct 23 00:19:47 GMT 2025","/api/v1/auth/login","Auth API Controller Tests","education.kub.backend.ce.domain.auth.controller.AuthControllerTests$LoginTests","TestLoginWithoutEmail"
"When request without body, /api/v1/account/change-password returns 400.","225","When request without body, /api/v1/account/change-password returns 400","Unit Tests","Thu Oct 23 00:19:49 GMT 2025","passed","Thu Oct 23 00:19:49 GMT 2025","/api/v1/account/change-password","Account API Controller Tests","education.kub.backend.ce.domain.user.controller.UserControllerTests$ChangePasswordTests","ChangePasswordWithoutBody"
"When request without access token header, /api/v1/auth/logout returns 401.","119","When request without access token header, /api/v1/auth/logout returns 401","Unit Tests","Thu Oct 23 00:19:46 GMT 2025","failed","Thu Oct 23 00:19:46 GMT 2025","/api/v1/auth/logout","Auth API Controller Tests","education.kub.backend.ce.domain.auth.controller.AuthControllerTests$LogoutTests","TestLogoutWithoutBearerToken"
"When request without body, /api/v1/auth/login returns 400.","234","When request without body, /api/v1/auth/login returns 400","Unit Tests","Thu Oct 23 00:19:47 GMT 2025","passed","Thu Oct 23 00:19:47 GMT 2025","/api/v1/auth/login","Auth API Controller Tests","education.kub.backend.ce.domain.auth.controller.AuthControllerTests$LoginTests","TestLoginWithoutBody"
"When request without access token header, /api/v1/account/change-password returns 401.","99","When request without access token header, /api/v1/account/change-password returns 401","Unit Tests","Thu Oct 23 00:19:49 GMT 2025","failed","Thu Oct 23 00:19:49 GMT 2025","/api/v1/account/change-password","Account API Controller Tests","education.kub.backend.ce.domain.user.controller.UserControllerTests$ChangePasswordTests","ChangePasswordWithoutToken"
"When request without invalid access token header, /api/v1/account/me returns 401.","92","When request without invalid access token header, /api/v1/account/me returns 401","Unit Tests","Thu Oct 23 00:19:51 GMT 2025","passed","Thu Oct 23 00:19:51 GMT 2025","/api/v1/account/me","Account API Controller Tests","education.kub.backend.ce.domain.user.controller.UserControllerTests$AccountMeTests","GetUserAccountInfoWithInvalidToken"
"When request is valid, /api/v1/account/recovery-password returns 204 and valid response.","176","When request is valid, /api/v1/account/recovery-password returns 204 and valid response","Unit Tests","Thu Oct 23 00:19:48 GMT 2025","passed","Thu Oct 23 00:19:49 GMT 2025","/api/v1/account/recovery-password","Account API Controller Tests","education.kub.backend.ce.domain.user.controller.UserControllerTests$PasswordRecoveryTests","RecoverPasswordSuccess"
"When request with empty refresh token header, /api/v1/auth/refresh returns 401.","138","When request with empty refresh token header, /api/v1/auth/refresh returns 401","Unit Tests","Thu Oct 23 00:19:44 GMT 2025","failed","Thu Oct 23 00:19:44 GMT 2025","/api/v1/auth/refresh","Auth API Controller Tests","education.kub.backend.ce.domain.auth.controller.AuthControllerTests$RefreshTests","TestRefreshWithEmptyRefreshToken"
"When request body with empty old password, /api/v1/account/change-password returns 401.","287","When request body with empty old password, /api/v1/account/change-password returns 401","Unit Tests","Thu Oct 23 00:19:50 GMT 2025","passed","Thu Oct 23 00:19:51 GMT 2025","/api/v1/account/change-password","Account API Controller Tests","education.kub.backend.ce.domain.user.controller.UserControllerTests$ChangePasswordTests","ChangePasswordWithEmptyOldPassword"
"When request with empty body, /api/v1/account/change-password returns 400.","210","When request with empty body, /api/v1/account/change-password returns 400","Unit Tests","Thu Oct 23 00:19:49 GMT 2025","failed","Thu Oct 23 00:19:50 GMT 2025","/api/v1/account/change-password","Account API Controller Tests","education.kub.backend.ce.domain.user.controller.UserControllerTests$ChangePasswordTests","ChangePasswordWithEmptyBody"
"When request without body, /api/v1/account/recovery-password returns 400.","106","When request without body, /api/v1/account/recovery-password returns 400","Unit Tests","Thu Oct 23 00:19:49 GMT 2025","passed","Thu Oct 23 00:19:49 GMT 2025","/api/v1/account/recovery-password","Account API Controller Tests","education.kub.backend.ce.domain.user.controller.UserControllerTests$PasswordRecoveryTests","RecoverPasswordWithoutBody"
"When request is valid, /api/v1/auth/logout returns 204.","235","When request is valid, /api/v1/auth/logout returns 204","Unit Tests","Thu Oct 23 00:19:46 GMT 2025","passed","Thu Oct 23 00:19:46 GMT 2025","/api/v1/auth/logout","Auth API Controller Tests","education.kub.backend.ce.domain.auth.controller.AuthControllerTests$LogoutTests","TestLogoutSuccess"
"When request with invalid refresh token header, /api/v1/auth/refresh returns 401.","1059","When request with invalid refresh token header, /api/v1/auth/refresh returns 401","Unit Tests","Thu Oct 23 00:19:42 GMT 2025","failed","Thu Oct 23 00:19:44 GMT 2025","/api/v1/auth/refresh","Auth API Controller Tests","education.kub.backend.ce.domain.auth.controller.AuthControllerTests$RefreshTests","TestRefreshWithInvalidRefreshToken"
"When request is valid, /api/v1/account/me returns 200 and valid response.","222","When request is valid, /api/v1/account/me returns 200 and valid response","Unit Tests","Thu Oct 23 00:19:51 GMT 2025","passed","Thu Oct 23 00:19:51 GMT 2025","/api/v1/account/me","Account API Controller Tests","education.kub.backend.ce.domain.user.controller.UserControllerTests$AccountMeTests","GetUserAccountInfoSuccess"
"When request body with invalid email, /api/v1/account/recovery-password returns 401.","98","When request body with invalid email, /api/v1/account/recovery-password returns 401","Unit Tests","Thu Oct 23 00:19:49 GMT 2025","failed","Thu Oct 23 00:19:49 GMT 2025","/api/v1/account/recovery-password","Account API Controller Tests","education.kub.backend.ce.domain.user.controller.UserControllerTests$PasswordRecoveryTests","RecoverPasswordWithInvalidEmail"
"When request body with empty new password, /api/v1/account/change-password returns 401.","379","When request body with empty new password, /api/v1/account/change-password returns 401","Unit Tests","Thu Oct 23 00:19:50 GMT 2025","failed","Thu Oct 23 00:19:50 GMT 2025","/api/v1/account/change-password","Account API Controller Tests","education.kub.backend.ce.domain.user.controller.UserControllerTests$ChangePasswordTests","ChangePasswordWithEmptyNewPassword"
